monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F11336_MSL_G1	BOX15_Mlig028505g1, BOX15_Mlig017081g1, BOX15_Mlig016130g1	188593_Msl.29837.faa	188593_Msl.29837.faa.msa	188593_Msl.29837.faa.msa.tree.	M. lignano
F11337_MSL_G1	BOX15_Mlig019816g3, BOX15_Mlig019816g2, BOX15_Mlig019816g1	188596_Msl.29840.faa	188596_Msl.29840.faa.msa	188596_Msl.29840.faa.msa.tree.	M. lignano
F11338_MSL_G1	BOX15_Mlig023931g2, BOX15_Mlig023931g4	188598_Msl.29842.faa	188598_Msl.29842.faa.msa	188598_Msl.29842.faa.msa.tree.	M. lignano
F11339_MSL_G1	BOX15_Mlig005053g3, BOX15_Mlig005053g1	188599_Msl.29843.faa	188599_Msl.29843.faa.msa	188599_Msl.29843.faa.msa.tree.	M. lignano
F11340_MSL_G1	BOX15_Mlig019653g1, BOX15_Mlig019653g2	188610_Msl.29854.faa	188610_Msl.29854.faa.msa	188610_Msl.29854.faa.msa.tree.	M. lignano
F11341_MSL_G1	BOX15_Mlig027287g2, BOX15_Mlig027287g1	188611_Msl.29855.faa	188611_Msl.29855.faa.msa	188611_Msl.29855.faa.msa.tree.	M. lignano
F11342_MSL_G1	BOX15_Mlig001901g2, BOX15_Mlig001901g4, BOX15_Mlig001901g1	188612_Msl.29856.faa	188612_Msl.29856.faa.msa	188612_Msl.29856.faa.msa.tree.	M. lignano
F11343_MSL_G1	BOX15_Mlig026143g1, BOX15_Mlig026143g4, BOX15_Mlig011189g1, BOX15_Mlig026143g5	188616_Msl.29860.faa	188616_Msl.29860.faa.msa	188616_Msl.29860.faa.msa.contree.tree.	M. lignano
F11344_MSL_G1	BOX15_Mlig026143g2, BOX15_Mlig026143g6, BOX15_Mlig011189g2, BOX15_Mlig026143g3	188618_Msl.29862.faa	188618_Msl.29862.faa.msa	188618_Msl.29862.faa.msa.tree.	M. lignano
F11345_MSL_G1	BOX15_Mlig016002g1, BOX15_Mlig016002g3, BOX15_Mlig016002g2	188620_Msl.29864.faa	188620_Msl.29864.faa.msa	188620_Msl.29864.faa.msa.tree.	M. lignano
F11346_MSL_G1	BOX15_Mlig032766g3, BOX15_Mlig032766g2, BOX15_Mlig032766g1	188622_Msl.29866.faa	188622_Msl.29866.faa.msa	188622_Msl.29866.faa.msa.tree.	M. lignano
F11347_MSL_G1	BOX15_Mlig021287g1, BOX15_Mlig021950g1, BOX15_Mlig032374g3, BOX15_Mlig027371g8, BOX15_Mlig027371g4, BOX15_Mlig009229g1	188623_Msl.29867.faa	188623_Msl.29867.faa.msa	188623_Msl.29867.faa.msa.tree.	M. lignano
F11348_MSL_G1	BOX15_Mlig020488g3, BOX15_Mlig020488g2, BOX15_Mlig020488g1	188624_Msl.29868.faa	188624_Msl.29868.faa.msa	188624_Msl.29868.faa.msa.tree.	M. lignano
F11349_MSL_G1	BOX15_Mlig020524g1, BOX15_Mlig033887g1, BOX15_Mlig002794g1	188648_Msl.29892.faa	188648_Msl.29892.faa.msa	188648_Msl.29892.faa.msa.tree.	M. lignano
F11350_MSL_G1	BOX15_Mlig002794g2, BOX15_Mlig033887g2, BOX15_Mlig020524g2	188649_Msl.29893.faa	188649_Msl.29893.faa.msa	188649_Msl.29893.faa.msa.tree.	M. lignano
F11351_MSL_G1	BOX15_Mlig033887g3, BOX15_Mlig002794g3, BOX15_Mlig020524g3	188650_Msl.29894.faa	188650_Msl.29894.faa.msa	188650_Msl.29894.faa.msa.tree.	M. lignano
F11352_MSL_G1	BOX15_Mlig011508g3, BOX15_Mlig011508g5, BOX15_Mlig011508g1	188653_Msl.29897.faa	188653_Msl.29897.faa.msa	188653_Msl.29897.faa.msa.tree.	M. lignano
F11353_MSL_G1	BOX15_Mlig012612g1, BOX15_Mlig012612g3, BOX15_Mlig012612g2, BOX15_Mlig012612g4	188654_Msl.29898.faa	188654_Msl.29898.faa.msa	188654_Msl.29898.faa.msa.tree.	M. lignano
F11354_MSL_G1	BOX15_Mlig032131g3, BOX15_Mlig032131g1, BOX15_Mlig032131g2, BOX15_Mlig017138g1	188655_Msl.29899.faa	188655_Msl.29899.faa.msa	188655_Msl.29899.faa.msa.tree.	M. lignano
F11355_MSL_G1	BOX15_Mlig011282g1, BOX15_Mlig011282g2, BOX15_Mlig006665g2, BOX15_Mlig006665g1	188656_Msl.29900.faa	188656_Msl.29900.faa.msa	188656_Msl.29900.faa.msa.tree.	M. lignano
F11356_MSL_G1	BOX15_Mlig001478g2, BOX15_Mlig003435g1, BOX15_Mlig001478g4	188657_Msl.29901.faa	188657_Msl.29901.faa.msa	188657_Msl.29901.faa.msa.tree.	M. lignano
F11358_MSL_G1	BOX15_Mlig026142g3, BOX15_Mlig026142g4, BOX15_Mlig026142g2	188660_Msl.29904.faa	188660_Msl.29904.faa.msa	188660_Msl.29904.faa.msa.tree.	M. lignano
F11359_MSL_G1	BOX15_Mlig026265g1, BOX15_Mlig026265g2	188668_Msl.29912.faa	188668_Msl.29912.faa.msa	188668_Msl.29912.faa.msa.tree.	M. lignano
F11360_MSL_G1	BOX15_Mlig007823g3, BOX15_Mlig023712g4, BOX15_Mlig007823g1	188673_Msl.29917.faa	188673_Msl.29917.faa.msa	188673_Msl.29917.faa.msa.tree.	M. lignano
F11361_MSL_G1	BOX15_Mlig020193g2, BOX15_Mlig020193g3	188677_Msl.29921.faa	188677_Msl.29921.faa.msa	188677_Msl.29921.faa.msa.tree.	M. lignano
F11362_MSL_G1	BOX15_Mlig026408g2, BOX15_Mlig026408g4	188682_Msl.29926.faa	188682_Msl.29926.faa.msa	188682_Msl.29926.faa.msa.tree.	M. lignano
F11363_MSL_G1	BOX15_Mlig024752g1, BOX15_Mlig018067g4, BOX15_Mlig018067g2	188717_Msl.29961.faa	188717_Msl.29961.faa.msa	188717_Msl.29961.faa.msa.tree.	M. lignano
F11364_MSL_G1	BOX15_Mlig022241g1, BOX15_Mlig022241g7, BOX15_Mlig022241g4	188739_Msl.29983.faa	188739_Msl.29983.faa.msa	188739_Msl.29983.faa.msa.tree.	M. lignano
F11365_MSL_G1	BOX15_Mlig023423g2, BOX15_Mlig002949g1, BOX15_Mlig023423g1	188742_Msl.29986.faa	188742_Msl.29986.faa.msa	188742_Msl.29986.faa.msa.tree.	M. lignano
F11366_MSL_G1	BOX15_Mlig022966g1, BOX15_Mlig022966g2	188747_Msl.29991.faa	188747_Msl.29991.faa.msa	188747_Msl.29991.faa.msa.tree.	M. lignano
F11367_MSL_G1	BOX15_Mlig024679g1, BOX15_Mlig024679g2	188750_Msl.29994.faa	188750_Msl.29994.faa.msa	188750_Msl.29994.faa.msa.tree.	M. lignano
F11368_MSL_G1	BOX15_Mlig015910g1, BOX15_Mlig010898g1	188751_Msl.29995.faa	188751_Msl.29995.faa.msa	188751_Msl.29995.faa.msa.tree.	M. lignano
F11369_MSL_G1	BOX15_Mlig021123g1, BOX15_Mlig021123g2, BOX15_Mlig021123g3	188752_Msl.29996.faa	188752_Msl.29996.faa.msa	188752_Msl.29996.faa.msa.tree.	M. lignano
F11370_MSL_G1	BOX15_Mlig010408g2, BOX15_Mlig010408g1	188759_Msl.30003.faa	188759_Msl.30003.faa.msa	188759_Msl.30003.faa.msa.tree.	M. lignano
F11371_MSL_G1	BOX15_Mlig021177g2, BOX15_Mlig021177g3	188763_Msl.30007.faa	188763_Msl.30007.faa.msa	188763_Msl.30007.faa.msa.tree.	M. lignano
F11372_MSL_G1	BOX15_Mlig022313g1, BOX15_Mlig020733g1	188779_Msl.30023.faa	188779_Msl.30023.faa.msa	188779_Msl.30023.faa.msa.tree.	M. lignano
F11373_MSL_G1	BOX15_Mlig033517g1, BOX15_Mlig027650g1	188780_Msl.30024.faa	188780_Msl.30024.faa.msa	188780_Msl.30024.faa.msa.tree.	M. lignano
F11374_MSL_G1	BOX15_Mlig019594g3, BOX15_Mlig019594g1, BOX15_Mlig019594g4, BOX15_Mlig019594g2	188785_Msl.30029.faa	188785_Msl.30029.faa.msa	188785_Msl.30029.faa.msa.tree.	M. lignano
F11375_MSL_G1	BOX15_Mlig027913g4, BOX15_Mlig027913g3	188787_Msl.30031.faa	188787_Msl.30031.faa.msa	188787_Msl.30031.faa.msa.tree.	M. lignano
F11376_MSL_G1	BOX15_Mlig021848g2, BOX15_Mlig021848g3, BOX15_Mlig021848g1	188796_Msl.30040.faa	188796_Msl.30040.faa.msa	188796_Msl.30040.faa.msa.tree.	M. lignano
F11377_MSL_G1	BOX15_Mlig019755g2, BOX15_Mlig027925g2	188814_Msl.30058.faa	188814_Msl.30058.faa.msa	188814_Msl.30058.faa.msa.tree.	M. lignano
F11378_MSL_G1	BOX15_Mlig002462g1, BOX15_Mlig002462g3, BOX15_Mlig002462g2	188818_Msl.30062.faa	188818_Msl.30062.faa.msa	188818_Msl.30062.faa.msa.tree.	M. lignano
F11379_MSL_G1	BOX15_Mlig002237g1, BOX15_Mlig022992g1, BOX15_Mlig007849g1	188819_Msl.30063.faa	188819_Msl.30063.faa.msa	188819_Msl.30063.faa.msa.tree.	M. lignano
F11380_MSL_G1	BOX15_Mlig020306g3, BOX15_Mlig025788g1, BOX15_Mlig020306g1	188821_Msl.30065.faa	188821_Msl.30065.faa.msa	188821_Msl.30065.faa.msa.tree.	M. lignano
F11381_MSL_G1	BOX15_Mlig032907g3, BOX15_Mlig032907g1, BOX15_Mlig032907g2	188822_Msl.30066.faa	188822_Msl.30066.faa.msa	188822_Msl.30066.faa.msa.tree.	M. lignano
F11382_MSL_G1	BOX15_Mlig006851g1, BOX15_Mlig006851g3, BOX15_Mlig006851g4	188827_Msl.30071.faa	188827_Msl.30071.faa.msa	188827_Msl.30071.faa.msa.tree.	M. lignano
F11383_MSL_G1	BOX15_Mlig027048g1, BOX15_Mlig027048g2, BOX15_Mlig027048g3	188829_Msl.30073.faa	188829_Msl.30073.faa.msa	188829_Msl.30073.faa.msa.tree.	M. lignano
F11384_MSL_G1	BOX15_Mlig013570g2, BOX15_Mlig013570g1	188830_Msl.30074.faa	188830_Msl.30074.faa.msa	188830_Msl.30074.faa.msa.tree.	M. lignano
F11385_MSL_G1	BOX15_Mlig023050g2, BOX15_Mlig033590g1	188831_Msl.30075.faa	188831_Msl.30075.faa.msa	188831_Msl.30075.faa.msa.tree.	M. lignano
F11386_MSL_G1	BOX15_Mlig004806g3, BOX15_Mlig004806g2, BOX15_Mlig004806g1	188833_Msl.30077.faa	188833_Msl.30077.faa.msa	188833_Msl.30077.faa.msa.tree.	M. lignano
F11387_MSL_G1	BOX15_Mlig006911g1, BOX15_Mlig006911g3, BOX15_Mlig006911g2	188840_Msl.30084.faa	188840_Msl.30084.faa.msa	188840_Msl.30084.faa.msa.tree.	M. lignano
F11388_MSL_G1	BOX15_Mlig013104g1, BOX15_Mlig013104g2, BOX15_Mlig013104g3	188845_Msl.30089.faa	188845_Msl.30089.faa.msa	188845_Msl.30089.faa.msa.tree.	M. lignano
F11389_MSL_G1	BOX15_Mlig029535g3, BOX15_Mlig029535g1, BOX15_Mlig029535g9	188846_Msl.30090.faa	188846_Msl.30090.faa.msa	188846_Msl.30090.faa.msa.tree.	M. lignano
F11390_MSL_G1	BOX15_Mlig028526g1, BOX15_Mlig017727g1	188848_Msl.30092.faa	188848_Msl.30092.faa.msa	188848_Msl.30092.faa.msa.tree.	M. lignano
F11391_MSL_G1	BOX15_Mlig028526g2, BOX15_Mlig017727g2	188849_Msl.30093.faa	188849_Msl.30093.faa.msa	188849_Msl.30093.faa.msa.tree.	M. lignano
F11392_MSL_G1	BOX15_Mlig009509g1, BOX15_Mlig032334g1, BOX15_Mlig003900g1	188850_Msl.30094.faa	188850_Msl.30094.faa.msa	188850_Msl.30094.faa.msa.tree.	M. lignano
F11393_MSL_G1	BOX15_Mlig030507g1, BOX15_Mlig010638g1, BOX15_Mlig033925g1	188851_Msl.30095.faa	188851_Msl.30095.faa.msa	188851_Msl.30095.faa.msa.tree.	M. lignano
F11394_MSL_G1	BOX15_Mlig030366g2, BOX15_Mlig034246g1, BOX15_Mlig032660g1	188852_Msl.30096.faa	188852_Msl.30096.faa.msa	188852_Msl.30096.faa.msa.tree.	M. lignano
F11395_MSL_G1	BOX15_Mlig001699g2, BOX15_Mlig010557g1, BOX15_Mlig001699g1	188855_Msl.30099.faa	188855_Msl.30099.faa.msa	188855_Msl.30099.faa.msa.tree.	M. lignano
F11396_MSL_G1	BOX15_Mlig002598g1, BOX15_Mlig002598g2	188858_Msl.30102.faa	188858_Msl.30102.faa.msa	188858_Msl.30102.faa.msa.tree.	M. lignano
F11397_MSL_G1	BOX15_Mlig026533g1, BOX15_Mlig029641g1, BOX15_Mlig029004g1	188861_Msl.30105.faa	188861_Msl.30105.faa.msa	188861_Msl.30105.faa.msa.tree.	M. lignano
F11398_MSL_G1	BOX15_Mlig020012g2, BOX15_Mlig020012g1	188862_Msl.30106.faa	188862_Msl.30106.faa.msa	188862_Msl.30106.faa.msa.tree.	M. lignano
F11399_MSL_G1	BOX15_Mlig014983g9, BOX15_Mlig029228g4, BOX15_Mlig029228g1	188874_Msl.30118.faa	188874_Msl.30118.faa.msa	188874_Msl.30118.faa.msa.tree.	M. lignano
F11400_MSL_G1	BOX15_Mlig003485g1, BOX15_Mlig023044g1	188892_Msl.30136.faa	188892_Msl.30136.faa.msa	188892_Msl.30136.faa.msa.tree.	M. lignano
F11401_MSL_G1	BOX15_Mlig025066g3, BOX15_Mlig025066g2, BOX15_Mlig025066g1	188893_Msl.30137.faa	188893_Msl.30137.faa.msa	188893_Msl.30137.faa.msa.tree.	M. lignano
F11402_MSL_G1	BOX15_Mlig016587g1, BOX15_Mlig003184g1, BOX15_Mlig031734g1	188896_Msl.30140.faa	188896_Msl.30140.faa.msa	188896_Msl.30140.faa.msa.tree.	M. lignano
F11404_MSL_G1	BOX15_Mlig008652g2, BOX15_Mlig008652g1	188918_Msl.30162.faa	188918_Msl.30162.faa.msa	188918_Msl.30162.faa.msa.tree.	M. lignano
F11405_MSL_G1	BOX15_Mlig004694g1, BOX15_Mlig006615g1	188929_Msl.30173.faa	188929_Msl.30173.faa.msa	188929_Msl.30173.faa.msa.tree.	M. lignano
F11406_MSL_G1	BOX15_Mlig009345g1, BOX15_Mlig022018g1	188935_Msl.30179.faa	188935_Msl.30179.faa.msa	188935_Msl.30179.faa.msa.tree.	M. lignano
F11407_MSL_G1	BOX15_Mlig033734g3, BOX15_Mlig033734g2	188962_Msl.30206.faa	188962_Msl.30206.faa.msa	188962_Msl.30206.faa.msa.tree.	M. lignano
F11408_MSL_G1	BOX15_Mlig022219g3, BOX15_Mlig022219g1, BOX15_Mlig022219g2	188973_Msl.30217.faa	188973_Msl.30217.faa.msa	188973_Msl.30217.faa.msa.tree.	M. lignano
F11409_MSL_G1	BOX15_Mlig009988g1, BOX15_Mlig009988g2	188982_Msl.30226.faa	188982_Msl.30226.faa.msa	188982_Msl.30226.faa.msa.tree.	M. lignano
F11410_MSL_G1	BOX15_Mlig033552g3, BOX15_Mlig028567g1, BOX15_Mlig028567g3, BOX15_Mlig021674g1	188984_Msl.30228.faa	188984_Msl.30228.faa.msa	188984_Msl.30228.faa.msa.tree.	M. lignano
F11411_MSL_G1	BOX15_Mlig014237g2, BOX15_Mlig014237g1, BOX15_Mlig014237g3	188985_Msl.30229.faa	188985_Msl.30229.faa.msa	188985_Msl.30229.faa.msa.tree.	M. lignano
F11412_MSL_G1	BOX15_Mlig010585g1, BOX15_Mlig010585g2	188987_Msl.30231.faa	188987_Msl.30231.faa.msa	188987_Msl.30231.faa.msa.tree.	M. lignano
F11413_MSL_G1	BOX15_Mlig022491g2, BOX15_Mlig018794g1, BOX15_Mlig014217g2	188988_Msl.30232.faa	188988_Msl.30232.faa.msa	188988_Msl.30232.faa.msa.tree.	M. lignano
F11415_MSL_G1	BOX15_Mlig023977g1, BOX15_Mlig034528g1	188990_Msl.30234.faa	188990_Msl.30234.faa.msa	188990_Msl.30234.faa.msa.tree.	M. lignano
F11416_MSL_G1	BOX15_Mlig017164g4, BOX15_Mlig017164g3, BOX15_Mlig017164g2, BOX15_Mlig017164g1	188994_Msl.30238.faa	188994_Msl.30238.faa.msa	188994_Msl.30238.faa.msa.tree.	M. lignano
F11417_MSL_G1	BOX15_Mlig011522g2, BOX15_Mlig030477g1, BOX15_Mlig025035g2	188995_Msl.30239.faa	188995_Msl.30239.faa.msa	188995_Msl.30239.faa.msa.tree.	M. lignano
F11418_MSL_G1	BOX15_Mlig029178g3, BOX15_Mlig029178g2, BOX15_Mlig002970g1, BOX15_Mlig030534g1, BOX15_Mlig031962g1, BOX15_Mlig000610g2, BOX15_Mlig030646g4, BOX15_Mlig029178g1, BOX15_Mlig000610g1, BOX15_Mlig030646g2, BOX15_Mlig030646g1	188996_Msl.30240.faa	188996_Msl.30240.faa.msa	188996_Msl.30240.faa.msa.tree.	M. lignano
F11419_MSL_G1	BOX15_Mlig000687g4, BOX15_Mlig000687g5	188999_Msl.30243.faa	188999_Msl.30243.faa.msa	188999_Msl.30243.faa.msa.tree.	M. lignano
F11420_MSL_G1	BOX15_Mlig017050g1, BOX15_Mlig033601g1, BOX15_Mlig016376g1	189001_Msl.30245.faa	189001_Msl.30245.faa.msa	189001_Msl.30245.faa.msa.tree.	M. lignano
F11421_MSL_G1	BOX15_Mlig019079g1, BOX15_Mlig033601g2	189002_Msl.30246.faa	189002_Msl.30246.faa.msa	189002_Msl.30246.faa.msa.tree.	M. lignano
F11422_MSL_G1	BOX15_Mlig019005g1, BOX15_Mlig019005g2	189004_Msl.30248.faa	189004_Msl.30248.faa.msa	189004_Msl.30248.faa.msa.tree.	M. lignano
F11423_MSL_G1	BOX15_Mlig002721g4, BOX15_Mlig002721g2	189005_Msl.30249.faa	189005_Msl.30249.faa.msa	189005_Msl.30249.faa.msa.tree.	M. lignano
F11424_MSL_G1	BOX15_Mlig024405g1, BOX15_Mlig027692g1, BOX15_Mlig027692g2	189008_Msl.30252.faa	189008_Msl.30252.faa.msa	189008_Msl.30252.faa.msa.tree.	M. lignano
F11425_MSL_G1	BOX15_Mlig021992g1, BOX15_Mlig005780g2, BOX15_Mlig005780g1	189009_Msl.30253.faa	189009_Msl.30253.faa.msa	189009_Msl.30253.faa.msa.tree.	M. lignano
F11426_MSL_G1	BOX15_Mlig029494g3, BOX15_Mlig029494g2, BOX15_Mlig029494g1	189010_Msl.30254.faa	189010_Msl.30254.faa.msa	189010_Msl.30254.faa.msa.tree.	M. lignano
F11427_MSL_G1	BOX15_Mlig029756g2, BOX15_Mlig029756g1, BOX15_Mlig016375g1	189011_Msl.30255.faa	189011_Msl.30255.faa.msa	189011_Msl.30255.faa.msa.tree.	M. lignano
F11428_MSL_G1	BOX15_Mlig012007g2, BOX15_Mlig011814g1	189014_Msl.30258.faa	189014_Msl.30258.faa.msa	189014_Msl.30258.faa.msa.tree.	M. lignano
F11429_MSL_G1	BOX15_Mlig009046g3, BOX15_Mlig009046g1	189015_Msl.30259.faa	189015_Msl.30259.faa.msa	189015_Msl.30259.faa.msa.tree.	M. lignano
F11430_MSL_G1	BOX15_Mlig031504g3, BOX15_Mlig014322g1, BOX15_Mlig031504g1, BOX15_Mlig031504g2	189016_Msl.30260.faa	189016_Msl.30260.faa.msa	189016_Msl.30260.faa.msa.tree.	M. lignano
F11431_MSL_G1	BOX15_Mlig014491g1, BOX15_Mlig028189g1	189032_Msl.30276.faa	189032_Msl.30276.faa.msa	189032_Msl.30276.faa.msa.tree.	M. lignano
F11432_MSL_G1	BOX15_Mlig004158g1, BOX15_Mlig009416g1	189045_Msl.30289.faa	189045_Msl.30289.faa.msa	189045_Msl.30289.faa.msa.tree.	M. lignano
F11433_MSL_G1	BOX15_Mlig011487g5, BOX15_Mlig011029g2	189048_Msl.30292.faa	189048_Msl.30292.faa.msa	189048_Msl.30292.faa.msa.tree.	M. lignano
F11434_MSL_G1	BOX15_Mlig026777g2, BOX15_Mlig026777g1	189054_Msl.30298.faa	189054_Msl.30298.faa.msa	189054_Msl.30298.faa.msa.tree.	M. lignano
F11435_MSL_G1	BOX15_Mlig003970g2, BOX15_Mlig011497g3	189067_Msl.30311.faa	189067_Msl.30311.faa.msa	189067_Msl.30311.faa.msa.tree.	M. lignano
F11436_MSL_G1	BOX15_Mlig034331g8, BOX15_Mlig034331g7, BOX15_Mlig034331g1	189085_Msl.30329.faa	189085_Msl.30329.faa.msa	189085_Msl.30329.faa.msa.tree.	M. lignano
F11437_MSL_G1	BOX15_Mlig034225g2, BOX15_Mlig019750g1	189087_Msl.30331.faa	189087_Msl.30331.faa.msa	189087_Msl.30331.faa.msa.tree.	M. lignano
F11438_MSL_G1	BOX15_Mlig016240g4, BOX15_Mlig016240g1	189088_Msl.30332.faa	189088_Msl.30332.faa.msa	189088_Msl.30332.faa.msa.tree.	M. lignano
F11439_MSL_G1	BOX15_Mlig028446g1, BOX15_Mlig012658g1, BOX15_Mlig025380g1	189090_Msl.30334.faa	189090_Msl.30334.faa.msa	189090_Msl.30334.faa.msa.tree.	M. lignano
F11440_MSL_G1	BOX15_Mlig033778g1, BOX15_Mlig004535g1	189091_Msl.30335.faa	189091_Msl.30335.faa.msa	189091_Msl.30335.faa.msa.tree.	M. lignano
F11441_MSL_G1	BOX15_Mlig025436g2, BOX15_Mlig025436g1, BOX15_Mlig025436g3	189092_Msl.30336.faa	189092_Msl.30336.faa.msa	189092_Msl.30336.faa.msa.tree.	M. lignano
F11442_MSL_G1	BOX15_Mlig016240g3, BOX15_Mlig016240g2	189101_Msl.30345.faa	189101_Msl.30345.faa.msa	189101_Msl.30345.faa.msa.tree.	M. lignano
F11443_MSL_G1	BOX15_Mlig019750g2, BOX15_Mlig034225g1	189102_Msl.30346.faa	189102_Msl.30346.faa.msa	189102_Msl.30346.faa.msa.tree.	M. lignano
F11444_MSL_G1	BOX15_Mlig034331g3, BOX15_Mlig026538g2	189107_Msl.30351.faa	189107_Msl.30351.faa.msa	189107_Msl.30351.faa.msa.tree.	M. lignano
F11445_MSL_G1	BOX15_Mlig005759g1, BOX15_Mlig009771g1	189115_Msl.30359.faa	189115_Msl.30359.faa.msa	189115_Msl.30359.faa.msa.tree.	M. lignano
F11446_MSL_G1	BOX15_Mlig013942g3, BOX15_Mlig006253g2, BOX15_Mlig005042g2	189128_Msl.30372.faa	189128_Msl.30372.faa.msa	189128_Msl.30372.faa.msa.tree.	M. lignano
F11447_MSL_G1	BOX15_Mlig026881g1, BOX15_Mlig026881g3	189129_Msl.30373.faa	189129_Msl.30373.faa.msa	189129_Msl.30373.faa.msa.tree.	M. lignano
F11448_MSL_G1	BOX15_Mlig002920g1, BOX15_Mlig029438g1	189131_Msl.30375.faa	189131_Msl.30375.faa.msa	189131_Msl.30375.faa.msa.tree.	M. lignano
F11449_MSL_G1	BOX15_Mlig000035g4, BOX15_Mlig000035g5, BOX15_Mlig033938g1	189135_Msl.30379.faa	189135_Msl.30379.faa.msa	189135_Msl.30379.faa.msa.tree.	M. lignano
F11450_MSL_G1	BOX15_Mlig029107g2, BOX15_Mlig029107g1, BOX15_Mlig029107g3	189140_Msl.30384.faa	189140_Msl.30384.faa.msa	189140_Msl.30384.faa.msa.tree.	M. lignano
F11451_MSL_G1	BOX15_Mlig000389g1, BOX15_Mlig018124g1	189146_Msl.30390.faa	189146_Msl.30390.faa.msa	189146_Msl.30390.faa.msa.tree.	M. lignano
F11452_MSL_G1	BOX15_Mlig005077g1, BOX15_Mlig005077g3, BOX15_Mlig001731g3, BOX15_Mlig005077g4	189148_Msl.30392.faa	189148_Msl.30392.faa.msa	189148_Msl.30392.faa.msa.tree.	M. lignano
F11453_MSL_G1	BOX15_Mlig015055g2, BOX15_Mlig015055g3, BOX15_Mlig015055g1	189149_Msl.30393.faa	189149_Msl.30393.faa.msa	189149_Msl.30393.faa.msa.tree.	M. lignano
F11454_MSL_G1	BOX15_Mlig022918g2, BOX15_Mlig022918g3, BOX15_Mlig022918g1	189150_Msl.30394.faa	189150_Msl.30394.faa.msa	189150_Msl.30394.faa.msa.tree.	M. lignano
F11455_MSL_G1	BOX15_Mlig030891g4, BOX15_Mlig030891g1, BOX15_Mlig004092g1	189152_Msl.30396.faa	189152_Msl.30396.faa.msa	189152_Msl.30396.faa.msa.tree.	M. lignano
F11456_MSL_G1	BOX15_Mlig008217g3, BOX15_Mlig008217g1, BOX15_Mlig032590g1, BOX15_Mlig008217g2	189154_Msl.30398.faa	189154_Msl.30398.faa.msa	189154_Msl.30398.faa.msa.tree.	M. lignano
F11457_MSL_G1	BOX15_Mlig010429g3, BOX15_Mlig010429g1, BOX15_Mlig010429g2	189155_Msl.30399.faa	189155_Msl.30399.faa.msa	189155_Msl.30399.faa.msa.tree.	M. lignano
F11458_MSL_G1	BOX15_Mlig017608g1, BOX15_Mlig017608g3	189156_Msl.30400.faa	189156_Msl.30400.faa.msa	189156_Msl.30400.faa.msa.tree.	M. lignano
F11459_MSL_G1	BOX15_Mlig012693g1, BOX15_Mlig012693g2	189157_Msl.30401.faa	189157_Msl.30401.faa.msa	189157_Msl.30401.faa.msa.tree.	M. lignano
F11460_MSL_G1	BOX15_Mlig010092g4, BOX15_Mlig010092g2	189173_Msl.30417.faa	189173_Msl.30417.faa.msa	189173_Msl.30417.faa.msa.tree.	M. lignano
F11461_MSL_G1	BOX15_Mlig017272g1, BOX15_Mlig017945g1, BOX15_Mlig003793g1	189194_Msl.30438.faa	189194_Msl.30438.faa.msa	189194_Msl.30438.faa.msa.tree.	M. lignano
F11462_MSL_G1	BOX15_Mlig006483g2, BOX15_Mlig006483g3, BOX15_Mlig006483g1	189196_Msl.30440.faa	189196_Msl.30440.faa.msa	189196_Msl.30440.faa.msa.tree.	M. lignano
F11463_MSL_G1	BOX15_Mlig025385g1, BOX15_Mlig023093g1, BOX15_Mlig023093g2	189197_Msl.30441.faa	189197_Msl.30441.faa.msa	189197_Msl.30441.faa.msa.tree.	M. lignano
F11464_MSL_G1	BOX15_Mlig011873g2, BOX15_Mlig011873g1, BOX15_Mlig011873g3	189198_Msl.30442.faa	189198_Msl.30442.faa.msa	189198_Msl.30442.faa.msa.tree.	M. lignano
F11465_MSL_G1	BOX15_Mlig008457g1, BOX15_Mlig009035g1, BOX15_Mlig011582g1	189199_Msl.30443.faa	189199_Msl.30443.faa.msa	189199_Msl.30443.faa.msa.tree.	M. lignano
F11466_MSL_G1	BOX15_Mlig021339g1, BOX15_Mlig021339g2, BOX15_Mlig021339g3, BOX15_Mlig021339g4	189201_Msl.30445.faa	189201_Msl.30445.faa.msa	189201_Msl.30445.faa.msa.tree.	M. lignano
F11467_MSL_G1	BOX15_Mlig024475g1, BOX15_Mlig023498g2, BOX15_Mlig023693g1, BOX15_Mlig023498g1	189202_Msl.30446.faa	189202_Msl.30446.faa.msa	189202_Msl.30446.faa.msa.tree.	M. lignano
F11468_MSL_G1	BOX15_Mlig007617g1, BOX15_Mlig031638g1	189213_Msl.30457.faa	189213_Msl.30457.faa.msa	189213_Msl.30457.faa.msa.tree.	M. lignano
F11469_MSL_G1	BOX15_Mlig023408g1, BOX15_Mlig023408g2	189228_Msl.30472.faa	189228_Msl.30472.faa.msa	189228_Msl.30472.faa.msa.tree.	M. lignano
F11470_MSL_G1	BOX15_Mlig016416g4, BOX15_Mlig025010g2, BOX15_Mlig016416g2	189229_Msl.30473.faa	189229_Msl.30473.faa.msa	189229_Msl.30473.faa.msa.tree.	M. lignano
F11471_MSL_G1	BOX15_Mlig016416g1, BOX15_Mlig025010g1, BOX15_Mlig016416g3	189240_Msl.30484.faa	189240_Msl.30484.faa.msa	189240_Msl.30484.faa.msa.tree.	M. lignano
