Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)
F95302_MLIG_G1	M1	6.0	-3158.587015	0	0	0.016	0.0288	0.5549		
F95302_MLIG_G1	M2	8.0	-3154.119976	0	0	0.0803	0.0274	2.9303	0.0	0.0
F77819_MLIG_G1	M2	8.0	-1653.076631	0	0	0.0	0.0	10.2022	33.0	0.0
F77819_MLIG_G1	M1	6.0	-1669.81474	0	0	1.2399	1.2399	1.0		
F95829_SMED_G1	M1	5.0	-343.408878	0	0	0.0	0.0	0.0774		
F95829_SMED_G1	M2	7.0	-343.408867	0	0	0.0	0.0	0.0	0.0	0.0
F129819_MLIG_G1	M2	8.0	-2302.493659	0	0	0.0	0.0	1.4667	0.0	0.0
F129819_MLIG_G1	M1	6.0	-2303.593279	0	0	0.0	0.0	1.0		
F121729_MLIG_G1	M1	6.0	-1453.832939	0	0	0.0	0.0	0.9848		
F121729_MLIG_G1	M2	8.0	-1453.23322	0	0	0.0	0.0	4.3038	18.0	0.0
F123263_MLIG_G1	M2	8.0	-636.705226	0	0	0.0	0.0	1.6157	0.0	0.0
F123263_MLIG_G1	M1	6.0	-637.192704	0	0	0.0	0.0	0.3976		
F81790_MLIG_G1	M1	5.0	-2119.742945	0	0	0.0001	0.0001	1.0		
F81790_MLIG_G1	M2	7.0	-2119.741677	0	0	0.0	0.0	1.0607	0.0	0.0
F41157_MLIG_G1	M2	7.0	-1942.736134	0	0	0.0	0.0	0.3159	0.0	0.0
F41157_MLIG_G1	M1	5.0	-1942.736135	0	0	0.0027	0.0085	0.3159		
F118888_MLIG_G1	M1	5.0	-2694.111343	0	0	0.9729	1.5758	0.6174		
F118888_MLIG_G1	M2	7.0	-2609.749951	0	0	5.7762	0.0096	599.8023	228.0	219.0
F57599_FHEP_G1	M1	6.0	-637.461381	0	0	0.0	0.0	0.1577		
F57599_FHEP_G1	M2	8.0	-637.461309	0	0	0.0	0.0	0.1577	0.0	0.0
F35244_MLIG_G1	M2	7.0	-2524.153976	0	0	16.6667	16.6667	1.0	0.0	0.0
F35244_MLIG_G1	M1	5.0	-2523.640537	0	0	1.8389	23.0781	0.0797		
F105548_TREG_G1	M2	7.0	-399.49294	0	0	0.0	0.0	0.7752	0.0	0.0
F105548_TREG_G1	M1	5.0	-399.492939	0	0	0.0	0.0	0.3455		
F72371_MLIG_G1	M2	8.0	-2214.770876	0	0	0.0017	0.0108	0.157	0.0	0.0
F72371_MLIG_G1	M1	6.0	-2214.770893	0	0	0.0017	0.0108	0.157		
F111153_SMED_G1	M2	7.0	-1033.057382	0	0	5.5786	11.2582	0.4955	0.0	0.0
F111153_SMED_G1	M1	5.0	-1033.057383	0	0	5.5805	11.2622	0.4955		
F45137_MLIG_G1	M2	8.0	-835.325781	0	0	0.0	0.0	0.8141	0.0	0.0
F45137_MLIG_G1	M1	6.0	-835.325781	0	0	0.0	0.0	0.8141		
F131470_ECAN_G1	M2	9.0	-244.641191	0	0	0.0	0.0	1.0411	0.0	0.0
F131470_ECAN_G1	M1	7.0	-246.736675	0	0	0.0	0.0	0.4103		
F34625_HMIC_G1	M1	6.0	-1854.649539	0	0	0.0	0.0	0.7434		
F34625_HMIC_G1	M2	8.0	-1854.649462	0	0	0.0	0.0	0.2739	0.0	0.0
F34807_SMAR_G1	M1	5.0	-1660.164509	0	0	0.0065	0.0222	0.2919		
F34807_SMAR_G1	M2	7.0	-1655.479707	0	0	0.0381	0.0084	4.5594	0.0	0.0
F65394_MLIG_G1	M2	7.0	-372.406025	0	0	0.0	0.0114	0.0	0.0	0.0
F65394_MLIG_G1	M1	5.0	-372.405801	0	0	0.0	0.0114	0.0		
F102577_SMED_G1	M2	7.0	-421.569114	0	0	1.9608	8.1728	0.2399	0.0	0.0
F102577_SMED_G1	M1	5.0	-421.652234	0	0	2.7341	2.7341	1.0		
F123568_MLIG_G1	M2	7.0	-2785.022787	0	0	0.3363	0.0169	19.8612	8.0	2.0
F123568_MLIG_G1	M1	5.0	-2829.662825	0	0	0.0056	0.0541	0.104		
F17766_MLIG_G1	M1	16.0	-866.008136	0	0	0.0	0.0	0.1549		
F17766_MLIG_G1	M2	18.0	-866.008134	0	0	0.0	0.0	0.1549	0.0	0.0
F26965_TSAG_G1	M1	5.0	-185.788786	0	0	1.6816	58.5256	0.0287		
F26965_TSAG_G1	M2	7.0	-185.798342	0	0	13.2207	13.2207	1.0	0.0	0.0
F115682_MLIG_G1	M2	8.0	-541.350053	0	0	0.0	0.0	0.1851	0.0	0.0
F115682_MLIG_G1	M1	6.0	-541.350059	0	0	0.0	0.0	0.1851		
F13774_MLIG_G1	M1	6.0	-1467.011816	0	0	0.0017	0.0129	0.1328		
F13774_MLIG_G1	M2	8.0	-1467.011816	0	0	0.0017	0.0129	0.1328	0.0	0.0
F111944_HDIM_G1	M2	8.0	-150.954716	0	0	16.6667	16.6667	1.0	0.0	0.0
F111944_HDIM_G1	M1	6.0	-150.954716	0	0	16.6667	16.6667	1.0		
F106028_HDIM_G1	M1	5.0	-529.337756	0	0	0.3696	0.4491	0.823		
F106028_HDIM_G1	M2	7.0	-526.69129	0	0	0.6898	0.2678	2.5758	1.0	0.0
F18802_MLIG_G1	M2	7.0	-849.239801	0	0	0.0062	0.0401	0.154	0.0	0.0
F18802_MLIG_G1	M1	5.0	-849.239803	0	0	0.0057	0.0369	0.154		
F84260_MLIG_G1	M1	16.0	-360.225666	0	0	0.0	0.0	0.8112		
F84260_MLIG_G1	M2	18.0	-360.24625	0	0	0.0	0.0	0.1904	0.0	0.0
F113774_MLIG_G1	M2	9.0	-1204.345665	0	0	0.0	0.0	0.2199	0.0	0.0
F113774_MLIG_G1	M1	7.0	-1204.345676	0	0	0.0	0.0	0.2199		
F96215_MLIG_G1	M2	8.0	-1402.543773	0	0	0.0011	0.0078	0.1404	0.0	0.0
F96215_MLIG_G1	M1	6.0	-1402.543773	0	0	0.0011	0.0078	0.1404		
F107189_EGRA_G1	M2	7.0	-1659.916726	0	0	0.0	0.0	0.2924	0.0	0.0
F107189_EGRA_G1	M1	5.0	-1659.916685	0	0	0.0	0.0	0.0		
F65347_SMED_G1	M1	5.0	-190.651979	0	0	0.0294	0.0294	1.0		
F65347_SMED_G1	M2	7.0	-188.702028	0	0	0.0	0.0	999.0	7.0	0.0
F20903_MLIG_G1	M2	8.0	-859.508812	0	0	0.0	0.0	0.0329	0.0	0.0
F20903_MLIG_G1	M1	6.0	-859.508819	0	0	0.0	0.0	0.0329		
F103174_MLIG_G1	M2	7.0	-4349.118435	0	0	0.0006	0.0119	0.0482	0.0	0.0
F103174_MLIG_G1	M1	5.0	-4349.118436	0	0	0.0007	0.0154	0.0482		
F68078_MLIG_G1	M2	7.0	-727.681584	0	0	0.0125	0.0995	0.1253	0.0	0.0
F68078_MLIG_G1	M1	5.0	-727.681637	0	0	0.0111	0.0885	0.1253		
F64679_MLIG_G1	M1	7.0	-4631.120667	0	0	0.0008	0.0052	0.1494		
F64679_MLIG_G1	M2	9.0	-4631.085363	0	0	0.0006	0.0034	0.1817	0.0	0.0
F115372_MLIG_G1	M2	8.0	-1638.134164	0	0	0.0	0.0	999.0	0.0	0.0
F115372_MLIG_G1	M1	6.0	-1638.833732	0	0	0.0	0.0	1.0		
F88796_SMAR_G1	M1	5.0	-1476.336076	0	0	0.0087	0.0788	0.1101		
F88796_SMAR_G1	M2	7.0	-1429.375252	0	0	0.1288	0.0039	32.9428	9.0	5.0
F53538_SMED_G1	M2	7.0	-539.904206	0	0	0.0	0.0	0.0	0.0	0.0
F53538_SMED_G1	M1	5.0	-539.904226	0	0	0.0	0.0	0.0		
F75489_MLIG_G1	M1	5.0	-563.295273	0	0	0.0019	0.0387	0.0489		
F75489_MLIG_G1	M2	7.0	-563.295266	0	0	0.0019	0.0382	0.0489	0.0	0.0
F47829_MLIG_G1	M2	8.0	-2272.185094	0	0	0.0021	0.0294	0.0728	0.0	0.0
F47829_MLIG_G1	M1	6.0	-2272.185097	0	0	0.0021	0.0294	0.0728		
F44898_MLIG_G1	M2	9.0	-1828.39366	0	0	0.0	0.0	1.7852	0.0	0.0
F44898_MLIG_G1	M1	7.0	-1828.403025	0	0	0.0	0.0	0.0522		
F95867_SMED_G1	M2	7.0	-3354.112853	0	0	0.0418	0.0233	1.7962	0.0	0.0
F95867_SMED_G1	M1	5.0	-3358.230921	0	0	0.0047	0.0168	0.2812		
F124383_MLIG_G1	M1	12.0	-1045.625747	0	0	0.0	0.0	0.3132		
F124383_MLIG_G1	M2	14.0	-1045.625736	0	0	0.0	0.0	0.3132	0.0	0.0
F115184_MLIG_G1	M1	5.0	-1485.448142	0	0	0.0	0.0003	0.0		
F115184_MLIG_G1	M2	7.0	-1485.448051	0	0	0.0	0.0092	0.0	0.0	0.0
F87804_MLIG_G1	M1	6.0	-1015.362228	0	0	0.0	0.0	0.525		
F87804_MLIG_G1	M2	8.0	-1015.141715	0	0	0.0	0.0	0.586	0.0	0.0
F82628_MLIG_G1	M2	7.0	-853.659891	0	0	0.0	0.0	2.2262	0.0	0.0
F82628_MLIG_G1	M1	5.0	-853.983511	0	0	0.004	0.004	1.0		
F9816_MLIG_G1	M2	8.0	-901.040565	0	0	0.0	0.0	4.7531	19.0	0.0
F9816_MLIG_G1	M1	6.0	-902.077449	0	0	3.9817	3.9817	1.0		
F110857_FHEP_G1	M1	5.0	-1846.511745	0	0	4.0565	4.0565	1.0		
F110857_FHEP_G1	M2	7.0	-1846.509993	0	0	3.6337	5.1337	0.7078	0.0	0.0
F121985_MLIG_G1	M2	9.0	-2438.455115	0	0	0.0	0.0	0.5962	0.0	0.0
F121985_MLIG_G1	M1	7.0	-2441.101738	0	0	0.0	0.0	0.1221		
F44764_MLIG_G1	M1	5.0	-815.354545	0	0	0.0017	0.0162	0.1068		
F44764_MLIG_G1	M2	7.0	-815.354543	0	0	0.0	0.0	0.1068	0.0	0.0
F118457_HDIM_G1	M1	5.0	-486.356074	0	0	0.0576	0.0576	1.0		
F118457_HDIM_G1	M2	7.0	-486.353409	0	0	0.0624	0.0603	1.0345	0.0	0.0
F91946_MLIG_G1	M2	9.0	-329.672656	0	0	0.0	0.0	0.0	0.0	0.0
F91946_MLIG_G1	M1	7.0	-329.672712	0	0	0.0	0.0	0.0		
F46899_HDIM_G1	M1	5.0	-1312.835961	0	0	0.0	0.0	0.132		
F46899_HDIM_G1	M2	7.0	-1312.835831	0	0	0.0	0.0	0.0	0.0	0.0
F53289_TREG_G1	M2	28.0	-424.905824	0	0	0.0	0.0	9.3769	8.0	8.0
F53289_TREG_G1	M1	26.0	-434.997686	0	0	0.0	0.0	0.9444		
F1087_MLIG_G1	M1	6.0	-443.463187	0	0	0.0	0.0	0.7434		
F1087_MLIG_G1	M2	8.0	-443.463184	0	0	0.0	0.0	0.8856	0.0	0.0
F65186_MLIG_G1	M1	6.0	-1323.195316	0	0	0.0	0.0	0.412		
F65186_MLIG_G1	M2	8.0	-1323.195315	0	0	0.0	0.0	0.412	0.0	0.0
F57063_MLIG_G1	M1	5.0	-1274.791959	0	0	0.0011	0.0235	0.0478		
F57063_MLIG_G1	M2	7.0	-1274.301872	0	0	0.0	0.0	0.1981	0.0	0.0
F206_MLIG_G1	M1	6.0	-511.597292	0	0	0.0011	0.0102	0.1087		
F206_MLIG_G1	M2	8.0	-511.597292	0	0	0.0011	0.0102	0.1087	0.0	0.0
F65370_MLIG_G1	M2	7.0	-1095.756188	0	0	0.0069	0.0237	0.2935	0.0	0.0
F65370_MLIG_G1	M1	5.0	-1095.756189	0	0	0.0055	0.0189	0.2935		
F109885_TSAG_G1	M2	7.0	-229.05453	0	0	0.0	0.0	0.7125	0.0	0.0
F109885_TSAG_G1	M1	5.0	-229.05439	0	0	0.0	0.0	0.0		
F92576_MLIG_G1	M2	7.0	-1271.646141	0	0	12.3246	24.706	0.4989	0.0	0.0
F92576_MLIG_G1	M1	5.0	-1271.646143	0	0	12.3247	24.7059	0.4989		
F2436_MLIG_G1	M1	6.0	-1254.756043	0	0	0.0272	0.0272	1.0		
F2436_MLIG_G1	M2	8.0	-1252.927019	0	0	0.0113	0.005	2.2502	0.0	0.0
F61294_MLIG_G1	M1	6.0	-333.331163	0	0	0.0	0.0	0.7434		
F61294_MLIG_G1	M2	8.0	-333.33116	0	0	0.0	0.0	1.0237	0.0	0.0
F3626_SJAP_G1	M1	5.0	-298.258337	0	0	0.0179	0.0485	0.3696		
F3626_SJAP_G1	M2	7.0	-298.258334	0	0	0.0205	0.0554	0.3696	0.0	0.0
F81345_MLIG_G1	M1	5.0	-983.195932	0	0	2.1414	2.1414	1.0		
F81345_MLIG_G1	M2	7.0	-982.969238	0	0	9.3855	1.0151	9.2459	0.0	0.0
F72918_HMIC_G1	M2	9.0	-405.573506	0	0	0.0	0.0	0.6069	0.0	0.0
F72918_HMIC_G1	M1	7.0	-405.573506	0	0	0.0	0.0	0.6081		
F58486_MLIG_G1	M1	12.0	-1136.542061	0	0	0.0	0.0	0.205		
F58486_MLIG_G1	M2	14.0	-1136.542059	0	0	0.0	0.0	0.205	0.0	0.0
F19635_MLIG_G1	M1	6.0	-2072.986993	0	0	0.0	0.0	0.9205		
F19635_MLIG_G1	M2	8.0	-2073.977291	0	0	0.0	0.0	1.0	0.0	0.0
F42269_MLIG_G1	M2	20.0	-979.640628	0	0	0.0	0.0	0.5797	0.0	0.0
F42269_MLIG_G1	M1	18.0	-979.640628	0	0	0.0	0.0	0.5797		
F99644_MLIG_G1	M2	8.0	-2965.50383	0	0	0.0	0.0	0.173	0.0	0.0
F99644_MLIG_G1	M1	6.0	-2965.503831	0	0	0.0	0.0	0.173		
F83534_MLIG_G1	M1	6.0	-897.588174	0	0	0.0	0.0	0.0		
F83534_MLIG_G1	M2	8.0	-897.588237	0	0	0.0	0.0	0.0	0.0	0.0
F62598_MLIG_G1	M1	6.0	-878.158761	0	0	0.0	0.0405	0.0		
F62598_MLIG_G1	M2	8.0	-878.158103	0	0	0.0	0.0405	0.0	0.0	0.0
F101410_MLIG_G1	M2	7.0	-2038.450239	0	0	16.6667	16.6667	1.0	0.0	0.0
F101410_MLIG_G1	M1	5.0	-2038.450239	0	0	16.6667	16.6667	1.0		
F129990_SMED_G1	M2	7.0	-629.250268	0	0	0.0	0.0078	0.0	0.0	0.0
F129990_SMED_G1	M1	5.0	-629.250293	0	0	0.0	0.0078	0.0		
F126472_MLIG_G1	M2	7.0	-671.476388	0	0	0.0	0.0355	0.0	0.0	0.0
F126472_MLIG_G1	M1	5.0	-671.476516	0	0	0.0	0.0	0.0		
F125012_MLIG_G1	M1	14.0	-1114.996876	0	0	0.0	0.0	0.9746		
F125012_MLIG_G1	M2	16.0	-1114.996876	0	0	0.0	0.0	0.9746	0.0	0.0
F15370_MLIG_G1	M1	5.0	-448.502021	0	0	0.0	0.0051	0.0		
F15370_MLIG_G1	M2	7.0	-448.501961	0	0	0.0	0.0	0.0	0.0	0.0
F117715_MLIG_G1	M2	8.0	-3187.148719	0	0	0.0	0.0	34.4946	158.0	78.0
F117715_MLIG_G1	M1	6.0	-3216.372246	0	0	0.0	0.0	0.6445		
F7607_HMIC_G1	M1	5.0	-788.078955	0	0	0.0	0.0	0.0		
F7607_HMIC_G1	M2	7.0	-788.078731	0	0	0.0	0.0	0.0	0.0	0.0
F109890_MLIG_G1	M1	5.0	-1223.1343	0	0	0.0033	0.0195	0.169		
F109890_MLIG_G1	M2	7.0	-1223.134365	0	0	0.0	0.0	0.169	0.0	0.0
F95807_MLIG_G1	M1	6.0	-667.059781	0	0	0.0589	0.1653	0.3565		
F95807_MLIG_G1	M2	8.0	-644.639367	0	0	2.6828	0.0375	71.6318	6.0	2.0
F100366_MLIG_G1	M1	5.0	-2392.068797	0	0	0.0028	0.0192	0.147		
F100366_MLIG_G1	M2	7.0	-2391.860393	0	0	0.0122	0.0449	0.2716	0.0	0.0
F61409_HMIC_G1	M1	5.0	-332.356488	0	0	0.0	0.0	0.0		
F61409_HMIC_G1	M2	7.0	-332.356437	0	0	0.0	0.0	0.0	0.0	0.0
F691_EMUL_G1	M2	7.0	-643.485591	0	0	0.0	0.0	0.7752	0.0	0.0
F691_EMUL_G1	M1	5.0	-643.485579	0	0	0.0	0.0	0.0		
F65427_MLIG_G1	M2	7.0	-1129.150489	0	0	0.0	0.0	0.3352	0.0	0.0
F65427_MLIG_G1	M1	5.0	-1129.349787	0	0	0.0055	0.0286	0.1925		
F16817_HDIM_G1	M1	6.0	-200.247236	0	0	9.3119	9.3119	1.0		
F16817_HDIM_G1	M2	8.0	-200.247236	0	0	9.3119	9.3119	1.0	0.0	0.0
F40937_SMED_G1	M1	6.0	-742.820064	0	0	0.3555	1.6699	0.2129		
F40937_SMED_G1	M2	8.0	-742.819352	0	0	0.0411	0.1907	0.2155	0.0	0.0
F43773_MLIG_G1	M1	6.0	-757.094871	0	0	0.0	0.0	0.1155		
F43773_MLIG_G1	M2	8.0	-744.882501	0	0	0.0	0.0	23.4465	1.0	0.0
F50185_HDIM_G1	M1	5.0	-1835.543682	0	0	0.0	0.0	0.2377		
F50185_HDIM_G1	M2	7.0	-1835.543151	0	0	0.0	0.0	0.0	0.0	0.0
F35220_MLIG_G1	M2	7.0	-1656.512312	0	0	0.0	0.0	0.5111	0.0	0.0
F35220_MLIG_G1	M1	5.0	-1656.512313	0	0	0.0	0.0	0.5111		
F109902_MLIG_G1	M1	6.0	-2612.614837	0	0	0.0006	0.0024	0.2591		
F109902_MLIG_G1	M2	8.0	-2612.614836	0	0	0.0006	0.0024	0.2592	0.0	0.0
F115668_MLIG_G1	M2	9.0	-1117.981753	0	0	0.0	0.0	4.8294	0.0	0.0
F115668_MLIG_G1	M1	7.0	-1121.519244	0	0	0.0	0.0	0.0747		
F117672_OVIV_G1	M1	5.0	-303.490547	0	0	0.0077	0.0248	0.3102		
F117672_OVIV_G1	M2	7.0	-303.490546	0	0	0.0078	0.0252	0.3102	0.0	0.0
F36400_SMED_G1	M2	7.0	-2391.954571	0	0	0.0	0.0077	0.0	0.0	0.0
F36400_SMED_G1	M1	5.0	-2391.954881	0	0	0.0	0.0041	0.0		
F10481_SMAN_G1	M2	14.0	-417.729666	0	0	0.0	0.0	0.2603	0.0	0.0
F10481_SMAN_G1	M1	12.0	-417.729673	0	0	0.0	0.0	0.2603		
F35057_MLIG_G1	M2	8.0	-4446.398076	0	0	0.0	0.0	0.1027	0.0	0.0
F35057_MLIG_G1	M1	6.0	-4446.185943	0	0	0.0	0.0	0.1178		
F103612_MLIG_G1	M1	6.0	-657.432768	0	0	0.0	0.0109	0.0		
F103612_MLIG_G1	M2	8.0	-657.434178	0	0	0.0	0.0109	0.0	0.0	0.0
F35225_MLIG_G1	M1	6.0	-7133.296999	0	0	0.0	0.0	0.1702		
F35225_MLIG_G1	M2	8.0	-7130.591089	0	0	0.0	0.0	0.6933	0.0	0.0
F18417_MLIG_G1	M2	7.0	-6294.426653	0	0	0.0012	0.011	0.1095	0.0	0.0
F18417_MLIG_G1	M1	5.0	-6294.430945	0	0	0.0012	0.0122	0.1019		
F67101_MLIG_G1	M2	8.0	-752.007746	0	0	0.0013	0.0447	0.0283	0.0	0.0
F67101_MLIG_G1	M1	6.0	-752.007771	0	0	0.0013	0.0447	0.0283		
F35142_MLIG_G1	M2	7.0	-1995.750044	0	0	0.0	0.0	0.2952	0.0	0.0
F35142_MLIG_G1	M1	5.0	-1995.749699	0	0	0.0	0.0	0.2948		
F118531_MLIG_G1	M1	5.0	-889.723019	0	0	0.0075	0.021	0.3568		
F118531_MLIG_G1	M2	7.0	-889.723018	0	0	0.01	0.028	0.3571	0.0	0.0
F85488_MLIG_G1	M2	7.0	-3240.949074	0	0	0.0	0.0	1.3948	0.0	0.0
F85488_MLIG_G1	M1	5.0	-3242.200847	0	0	0.0	0.0	0.0631		
F83155_MLIG_G1	M1	5.0	-1092.442259	0	0	15.8856	20.7086	0.7671		
F83155_MLIG_G1	M2	7.0	-1092.52594	0	0	1.6502	97.2906	0.017	0.0	0.0
F17513_MLIG_G1	M2	8.0	-3123.644488	0	0	0.0046	0.0111	0.4138	0.0	0.0
F17513_MLIG_G1	M1	6.0	-3125.110776	0	0	0.0097	0.0321	0.3015		
F130402_MLIG_G1	M1	5.0	-649.308009	0	0	0.0	0.0	0.0		
F130402_MLIG_G1	M2	7.0	-649.307943	0	0	0.0	0.0	0.0	0.0	0.0
F58495_MLIG_G1	M2	7.0	-486.157339	0	0	0.0	0.0	0.0	0.0	0.0
F58495_MLIG_G1	M1	5.0	-486.15734	0	0	0.0	0.0	0.0		
F118558_MLIG_G1	M1	12.0	-2252.653315	0	0	0.0	0.0	0.1085		
F118558_MLIG_G1	M2	14.0	-2252.653315	0	0	0.0	0.0	0.1085	0.0	0.0
F125568_SMED_G1	M2	7.0	-500.17759	0	0	3.3003	50.8425	0.0649	0.0	0.0
F125568_SMED_G1	M1	5.0	-500.144663	0	0	2.3122	56.2075	0.0411		
F82806_MLIG_G1	M1	6.0	-1958.706737	0	0	0.0041	0.0476	0.0855		
F82806_MLIG_G1	M2	8.0	-1958.706729	0	0	0.0041	0.0476	0.0855	0.0	0.0
F12596_MLIG_G1	M1	6.0	-4279.799499	0	0	0.0	0.0	0.0111		
F12596_MLIG_G1	M2	8.0	-4279.799461	0	0	0.0	0.0	0.0111	0.0	0.0
F110997_MLIG_G1	M2	7.0	-717.688454	0	0	0.0	0.0	3.0261	0.0	0.0
F110997_MLIG_G1	M1	5.0	-718.237232	0	0	0.0	0.0	0.408		
F120088_MCOR_G1	M2	8.0	-320.54668	0	0	0.0	0.0	15.4162	9.0	3.0
F120088_MCOR_G1	M1	6.0	-325.941671	0	0	0.322	0.5491	0.5864		
F72595_MLIG_G1	M1	5.0	-3138.652569	0	0	0.0014	0.0164	0.0834		
F72595_MLIG_G1	M2	7.0	-3138.652623	0	0	0.0	0.0	0.0834	0.0	0.0
F14648_MLIG_G1	M2	14.0	-1309.828673	0	0	0.0	0.0	0.3026	0.0	0.0
F14648_MLIG_G1	M1	12.0	-1309.828673	0	0	0.0	0.0	0.3026		
F11556_MLIG_G1	M2	8.0	-4943.210857	0	0	0.0	0.0	217.2152	0.0	0.0
F11556_MLIG_G1	M1	6.0	-4943.398743	0	0	0.0	0.0	1.0		
F9955_MLIG_G1	M2	8.0	-678.151897	0	0	0.0	0.0	0.2498	0.0	0.0
F9955_MLIG_G1	M1	6.0	-678.1519	0	0	0.0	0.0	0.2498		
F111502_SMED_G1	M2	7.0	-1829.383434	0	0	0.0	0.004	0.0	0.0	0.0
F111502_SMED_G1	M1	5.0	-1829.417333	0	0	0.0	0.0	0.0		
F20194_MLIG_G1	M1	6.0	-2183.385273	0	0	0.0048	0.034	0.141		
F20194_MLIG_G1	M2	8.0	-2182.835945	0	0	0.004	0.0229	0.175	0.0	0.0
F46994_SMED_G1	M1	5.0	-589.499647	0	0	0.0	0.0	0.0034		
F46994_SMED_G1	M2	7.0	-589.499757	0	0	0.0	0.0	0.2544	0.0	0.0
F87025_SCUR_G1	M2	9.0	-1432.278929	0	0	0.0166	0.0053	3.1426	6.0	0.0
F87025_SCUR_G1	M1	7.0	-1443.918506	0	0	0.0035	0.0035	1.0		
F37406_TASI_G1	M2	7.0	-979.969528	0	0	0.5591	0.0233	24.0106	0.0	0.0
F37406_TASI_G1	M1	5.0	-983.43575	0	0	0.0164	0.0464	0.353		
F127137_MLIG_G1	M1	6.0	-1376.2318	0	0	0.0	0.0	0.7353		
F127137_MLIG_G1	M2	8.0	-1369.88681	0	0	0.0	0.0	11.7018	72.0	26.0
F34644_MLIG_G1	M2	8.0	-841.517925	0	0	0.0	0.0	0.0723	0.0	0.0
F34644_MLIG_G1	M1	6.0	-841.518058	0	0	0.0	0.0	0.0723		
F78176_TSAG_G1	M2	7.0	-476.163201	0	0	0.0	0.0	0.4935	0.0	0.0
F78176_TSAG_G1	M1	5.0	-476.163199	0	0	0.0	0.0	0.4935		
F128324_MLIG_G1	M2	8.0	-1836.461293	0	0	0.0076	0.0283	0.2682	0.0	0.0
F128324_MLIG_G1	M1	6.0	-1836.815533	0	0	0.0069	0.0296	0.2347		
F97235_MLIG_G1	M1	5.0	-1773.284545	0	0	0.8222	1.0782	0.7626		
F97235_MLIG_G1	M2	7.0	-1756.3071	0	0	12.8232	0.1216	105.4657	137.0	81.0
F109186_MLIG_G1	M1	5.0	-1126.745969	0	0	0.0	0.0097	0.0		
F109186_MLIG_G1	M2	7.0	-1126.74571	0	0	0.0	0.0	0.0	0.0	0.0
F8999_SMED_G1	M2	7.0	-352.840652	0	0	0.0038	0.019	0.2003	0.0	0.0
F8999_SMED_G1	M1	5.0	-352.840654	0	0	0.0033	0.0166	0.2003		
F104550_TSAG_G1	M2	9.0	-1305.816455	0	0	0.0	0.0	1.0532	0.0	0.0
F104550_TSAG_G1	M1	7.0	-1309.999395	0	0	0.0	0.0	0.639		
F20358_HDIM_G1	M1	5.0	-603.415106	0	0	0.1103	0.3656	0.3017		
F20358_HDIM_G1	M2	7.0	-601.791334	0	0	7.1912	0.3017	23.8375	0.0	0.0
F84782_MLIG_G1	M2	7.0	-854.661024	0	0	0.0	0.0	0.2816	0.0	0.0
F84782_MLIG_G1	M1	5.0	-854.661024	0	0	0.0047	0.0168	0.2816		
F29264_MLIG_G1	M1	6.0	-380.161447	0	0	0.0	0.0	0.2674		
F29264_MLIG_G1	M2	8.0	-380.161445	0	0	0.0	0.0	0.2674	0.0	0.0
F121129_MLIG_G1	M1	6.0	-1574.262248	0	0	0.0005	0.0049	0.1038		
F121129_MLIG_G1	M2	8.0	-1574.262245	0	0	0.0005	0.0049	0.1038	0.0	0.0
F92167_MLIG_G1	M2	8.0	-390.526704	0	0	0.0	0.0	0.0	0.0	0.0
F92167_MLIG_G1	M1	6.0	-390.526762	0	0	0.0	0.0	0.0		
F123411_ECAN_G1	M2	8.0	-396.599975	0	0	0.0	0.0	0.1236	0.0	0.0
F123411_ECAN_G1	M1	6.0	-396.599977	0	0	0.0	0.0	0.1236		
F93582_SMED_G1	M2	7.0	-94.529841	0	0	0.0	0.0	1.0	0.0	0.0
F93582_SMED_G1	M1	5.0	-94.527921	0	0	0.0116	0.0127	0.9135		
F3978_MLIG_G1	M2	12.0	-935.285006	0	0	0.0	0.0	1.0	0.0	0.0
F3978_MLIG_G1	M1	10.0	-935.218307	0	0	0.0	0.0	0.0791		
F94610_MLIG_G1	M2	9.0	-625.892366	0	0	0.0	0.0318	0.0	0.0	0.0
F94610_MLIG_G1	M1	7.0	-625.892749	0	0	0.0	0.0318	0.0		
F93697_MLIG_G1	M2	7.0	-2090.529091	0	0	0.0016	0.0096	0.1692	0.0	0.0
F93697_MLIG_G1	M1	5.0	-2090.529093	0	0	0.0027	0.0158	0.1692		
F73991_SMED_G1	M1	20.0	-209.06171	0	0	0.0	0.0	0.9064		
F73991_SMED_G1	M2	22.0	-207.500062	0	0	0.0	0.0	11.1345	9.0	8.0
F56835_MLIG_G1	M1	6.0	-506.997699	0	0	0.0	0.0089	0.0		
F56835_MLIG_G1	M2	8.0	-506.997633	0	0	0.0	0.0089	0.0	0.0	0.0
F15065_SCUR_G1	M2	7.0	-790.884629	0	0	0.0	0.0	125.618	0.0	0.0
F15065_SCUR_G1	M1	5.0	-791.017366	0	0	0.0008	0.0008	1.0		
F37592_MLIG_G1	M2	7.0	-418.222658	0	0	0.0	0.0	999.0	0.0	0.0
F37592_MLIG_G1	M1	5.0	-419.136387	0	0	0.0	0.0	1.0		
F66441_MCOR_G1	M1	5.0	-757.133804	0	0	0.0386	0.0962	0.4009		
